tick=0 phase=following reason=path_ready wp=1 dist_wp=13.42 bearing_deg=26.57 speed=0.000 pos=(-27.000,0.028,116.000) thr=0.00 steer=1.00 blocked=false attempts=0 stuck_s=0.00 consumed=(0.00,1.00) submit_ok=true pitch=-0.00 roll=0.00 normal_y=1.00 contacts=0[] drag=0.00 traction=0.00 gear=0 shift=0.00 bounded=true
tick=30 phase=following reason=path_ready wp=1 dist_wp=13.31 bearing_deg=7.31 speed=1.621 pos=(-27.031,0.026,115.897) thr=1.00 steer=0.31 blocked=false attempts=0 stuck_s=0.30 consumed=(1.00,0.31) submit_ok=true pitch=0.67 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=1 shift=0.00 bounded=true
tick=60 phase=following reason=path_ready wp=1 dist_wp=12.82 bearing_deg=1.91 speed=3.306 pos=(-27.225,0.025,115.442) thr=1.00 steer=0.08 blocked=false attempts=0 stuck_s=0.18 consumed=(1.00,0.08) submit_ok=true pitch=0.67 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=2 shift=0.00 bounded=true
tick=90 phase=following reason=path_ready wp=1 dist_wp=11.96 bearing_deg=0.77 speed=4.842 pos=(-27.597,0.020,114.669) thr=1.00 steer=0.00 blocked=false attempts=0 stuck_s=0.18 consumed=(1.00,0.00) submit_ok=true pitch=0.53 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=3 shift=0.00 bounded=true
tick=120 phase=following reason=path_ready wp=1 dist_wp=10.76 bearing_deg=0.80 speed=6.155 pos=(-28.124,0.015,113.595) thr=0.95 steer=0.00 blocked=false attempts=0 stuck_s=0.02 consumed=(0.95,0.00) submit_ok=true pitch=0.37 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=4 shift=0.00 bounded=true
tick=150 phase=following reason=path_ready wp=1 dist_wp=9.33 bearing_deg=0.80 speed=6.971 pos=(-28.756,0.009,112.310) thr=0.87 steer=0.00 blocked=false attempts=0 stuck_s=0.12 consumed=(0.87,0.00) submit_ok=true pitch=0.21 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=4 shift=0.00 bounded=true
tick=180 phase=following reason=path_ready wp=1 dist_wp=7.94 bearing_deg=0.78 speed=6.343 pos=(-29.373,0.008,111.065) thr=0.79 steer=0.00 blocked=false attempts=0 stuck_s=0.08 consumed=(0.79,0.00) submit_ok=true pitch=-0.20 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=4 shift=0.00 bounded=true
tick=210 phase=following reason=path_ready wp=1 dist_wp=6.68 bearing_deg=0.80 speed=5.715 pos=(-29.933,0.009,109.938) thr=0.71 steer=0.00 blocked=false attempts=0 stuck_s=0.00 consumed=(0.71,0.00) submit_ok=true pitch=-0.23 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=4 shift=0.00 bounded=true
tick=240 phase=following reason=path_ready wp=1 dist_wp=5.56 bearing_deg=0.79 speed=5.086 pos=(-30.438,0.009,108.930) thr=0.64 steer=0.00 blocked=false attempts=0 stuck_s=0.02 consumed=(0.64,0.00) submit_ok=true pitch=-0.23 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=3 shift=0.00 bounded=true
tick=270 phase=following reason=path_ready wp=1 dist_wp=4.56 bearing_deg=0.79 speed=4.458 pos=(-30.886,0.009,108.041) thr=0.56 steer=0.00 blocked=false attempts=0 stuck_s=0.15 consumed=(0.56,0.00) submit_ok=true pitch=-0.23 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=3 shift=0.00 bounded=true
tick=300 phase=following reason=path_ready wp=1 dist_wp=3.70 bearing_deg=0.79 speed=3.829 pos=(-31.277,0.009,107.271) thr=0.48 steer=0.00 blocked=false attempts=0 stuck_s=0.03 consumed=(0.48,0.00) submit_ok=true pitch=-0.23 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=3 shift=0.00 bounded=true
