tick=0 phase=following reason=path_ready wp=1 dist_wp=13.42 bearing_deg=26.57 speed=0.000 pos=(-27.000,0.027,116.000) thr=0.00 steer=1.00 blocked=false attempts=0 stuck_s=0.00 consumed=(0.00,1.00) submit_ok=true pitch=-0.00 roll=0.00 normal_y=1.00 contacts=0[] drag=0.00 traction=0.00 gear=0 shift=0.00 bounded=true
tick=30 phase=following reason=path_ready wp=1 dist_wp=13.25 bearing_deg=7.01 speed=1.709 pos=(-27.050,0.027,115.836) thr=1.00 steer=0.29 blocked=false attempts=0 stuck_s=0.32 consumed=(1.00,0.29) submit_ok=true pitch=0.70 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=1 shift=0.00 bounded=true
tick=60 phase=following reason=path_ready wp=1 dist_wp=12.52 bearing_deg=1.87 speed=3.388 pos=(-27.338,0.026,115.169) thr=1.00 steer=0.08 blocked=false attempts=0 stuck_s=0.08 consumed=(1.00,0.08) submit_ok=true pitch=0.68 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=2 shift=0.00 bounded=true
tick=90 phase=following reason=path_ready wp=1 dist_wp=11.28 bearing_deg=0.79 speed=4.899 pos=(-27.881,0.021,114.049) thr=0.97 steer=0.00 blocked=false attempts=0 stuck_s=0.10 consumed=(0.97,0.00) submit_ok=true pitch=0.54 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=3 shift=0.00 bounded=true
tick=120 phase=following reason=path_ready wp=1 dist_wp=9.56 bearing_deg=0.80 speed=6.138 pos=(-28.642,0.014,112.506) thr=0.88 steer=0.00 blocked=false attempts=0 stuck_s=0.03 consumed=(0.88,0.00) submit_ok=true pitch=0.35 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=4 shift=0.00 bounded=true
tick=150 phase=following reason=path_ready wp=1 dist_wp=7.62 bearing_deg=0.80 speed=6.197 pos=(-29.505,0.004,110.769) thr=0.77 steer=0.00 blocked=false attempts=0 stuck_s=0.03 consumed=(0.77,0.00) submit_ok=true pitch=-0.09 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=4 shift=0.00 bounded=true
tick=180 phase=following reason=path_ready wp=1 dist_wp=5.90 bearing_deg=0.79 speed=5.295 pos=(-30.275,0.012,109.232) thr=0.66 steer=0.00 blocked=false attempts=0 stuck_s=0.10 consumed=(0.66,0.00) submit_ok=true pitch=-0.32 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=3 shift=0.16 bounded=true
tick=210 phase=following reason=path_ready wp=1 dist_wp=4.45 bearing_deg=0.80 speed=4.392 pos=(-30.929,0.013,107.940) thr=0.55 steer=0.00 blocked=false attempts=0 stuck_s=0.10 consumed=(0.55,0.00) submit_ok=true pitch=-0.32 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=3 shift=0.00 bounded=true
tick=240 phase=following reason=path_ready wp=1 dist_wp=3.27 bearing_deg=0.80 speed=3.489 pos=(-31.465,0.013,106.891) thr=0.44 steer=0.00 blocked=false attempts=0 stuck_s=0.00 consumed=(0.44,0.00) submit_ok=true pitch=-0.33 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=3 shift=0.00 bounded=true
tick=270 phase=following reason=path_ready wp=1 dist_wp=2.37 bearing_deg=0.78 speed=2.584 pos=(-31.880,0.013,106.086) thr=0.32 steer=0.03 blocked=false attempts=0 stuck_s=0.12 consumed=(0.32,0.03) submit_ok=true pitch=-0.33 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=2 shift=0.00 bounded=true
tick=300 phase=following reason=path_ready wp=1 dist_wp=1.73 bearing_deg=0.77 speed=1.678 pos=(-32.174,0.013,105.523) thr=0.21 steer=0.03 blocked=false attempts=0 stuck_s=0.10 consumed=(0.21,0.03) submit_ok=true pitch=-0.33 roll=0.00 normal_y=1.00 contacts=3[VillageTerrain,VillageTerrain,VillageTerrain] drag=0.55 traction=1.00 gear=2 shift=0.00 bounded=true
